0  2.23098306773490E-0316
1  6.71558954847018E-0014
2  9.95184726672197E-0014
3  8.03207531480645E-0014
4  1.95090322016128E-0014
5 -5.14102744193222E-0014
6 -9.56940335732209E-0014
7 -9.03989293123443E-0014
8 -3.82683432365090E-0014
9  3.36889853392220E-0014
10  8.81921264348355E-0014
11  9.70031253194544E-0014
12  5.55570233019602E-0014
13 -1.46730474455362E-0014
14 -7.73010453362737E-0014
15 -9.98795456205172E-0014
16 -7.07106781186548E-0014
17 -4.90676743274180E-0015
18  6.34393284163645E-0014
19  9.89176509964781E-0014
20  8.31469612302545E-0014
21  2.42980179903264E-0014
22 -4.71396736825998E-0014
23 -9.41544065183021E-0014
24 -9.23879532511287E-0014
25 -4.27555093430282E-0014
26  2.90284677254462E-0014
27  8.57728610000272E-0014
28  9.80785280403230E-0014
29  5.95699304492433E-0014
30 -9.80171403295606E-0015
31 -7.40951125354959E-0014
32 -1.00000000000000E-0013
33 -7.40951125354959E-0014
34 -9.80171403295606E-0015
35  5.95699304492433E-0014
36  9.80785280403230E-0014
37  8.57728610000272E-0014
38  2.90284677254462E-0014
39 -4.27555093430282E-0014
40 -9.23879532511287E-0014
41 -9.41544065183021E-0014
42 -4.71396736825998E-0014
43  2.42980179903264E-0014
44  8.31469612302545E-0014
45  9.89176509964781E-0014
46  6.34393284163645E-0014
47 -4.90676743274180E-0015
48 -7.07106781186548E-0014
49 -9.98795456205172E-0014
50 -7.73010453362737E-0014
51 -1.46730474455362E-0014
52  5.55570233019602E-0014
53  9.70031253194544E-0014
54  8.81921264348355E-0014
55  3.36889853392220E-0014
56 -3.82683432365090E-0014
57 -9.03989293123443E-0014
58 -9.56940335732209E-0014
59 -5.14102744193222E-0014
60  1.95090322016128E-0014
61  8.03207531480645E-0014
62  9.95184726672197E-0014
63  6.71558954847018E-0014
64 -1.89735380184963E-0031
65 -6.71558954847018E-0014
66 -9.95184726672197E-0014
67 -8.03207531480645E-0014
68 -1.95090322016128E-0014
69  5.14102744193222E-0014
70  9.56940335732209E-0014
71  9.03989293123443E-0014
72  3.82683432365090E-0014
73 -3.36889853392220E-0014
74 -8.81921264348355E-0014
75 -9.70031253194544E-0014
76 -5.55570233019602E-0014
77  1.46730474455362E-0014
78  7.73010453362737E-0014
79  9.98795456205172E-0014
80  7.07106781186548E-0014
81  4.90676743274180E-0015
82 -6.34393284163645E-0014
83 -9.89176509964781E-0014
84 -8.31469612302545E-0014
85 -2.42980179903264E-0014
86  4.71396736825998E-0014
87  9.41544065183021E-0014
88  9.23879532511287E-0014
89  4.27555093430282E-0014
90 -2.90284677254462E-0014
91 -8.57728610000272E-0014
92 -9.80785280403230E-0014
93 -5.95699304492433E-0014
94  9.80171403295606E-0015
95  7.40951125354959E-0014
96  1.00000000000000E-0013
97  7.40951125354959E-0014
98  9.80171403295606E-0015
99 -5.95699304492433E-0014
100 -9.80785280403230E-0014
101 -8.57728610000272E-0014
102 -2.90284677254462E-0014
103  4.27555093430282E-0014
104  9.23879532511287E-0014
105  9.41544065183021E-0014
106  4.71396736825998E-0014
107 -2.42980179903264E-0014
108 -8.31469612302545E-0014
109 -9.89176509964781E-0014
110 -6.34393284163645E-0014
111  4.90676743274180E-0015
112  7.07106781186548E-0014
113  9.98795456205172E-0014
114  7.73010453362737E-0014
115  1.46730474455362E-0014
116 -5.55570233019602E-0014
117 -9.70031253194544E-0014
118 -8.81921264348355E-0014
119 -3.36889853392220E-0014
120  3.82683432365090E-0014
121  9.03989293123443E-0014
122  9.56940335732209E-0014
123  5.14102744193222E-0014
124 -1.95090322016128E-0014
125 -8.03207531480645E-0014
126 -9.95184726672197E-0014
127 -6.71558954847018E-0014
128  3.79470760369927E-0031
129  6.71558954847018E-0014
130  9.95184726672197E-0014
131  8.03207531480645E-0014
132  1.95090322016128E-0014
133 -5.14102744193222E-0014
134 -9.56940335732209E-0014
135 -9.03989293123443E-0014
136 -3.82683432365090E-0014
137  3.36889853392220E-0014
138  8.81921264348355E-0014
139  9.70031253194544E-0014
140  5.55570233019602E-0014
141 -1.46730474455362E-0014
142 -7.73010453362737E-0014
143 -9.98795456205172E-0014
144 -7.07106781186548E-0014
145 -4.90676743274180E-0015
146  6.34393284163645E-0014
147  9.89176509964781E-0014
148  8.31469612302545E-0014
149  2.42980179903264E-0014
150 -4.71396736825998E-0014
151 -9.41544065183021E-0014
152 -9.23879532511287E-0014
153 -4.27555093430282E-0014
154  2.90284677254462E-0014
155  8.57728610000272E-0014
156  9.80785280403230E-0014
157  5.95699304492433E-0014
158 -9.80171403295606E-0015
159 -7.40951125354959E-0014
160 -1.00000000000000E-0013
161 -7.40951125354959E-0014
162 -9.80171403295606E-0015
163  5.95699304492433E-0014
